,acc,loss,lr,val_acc,val_loss
0,0.05384615384615385,3.6401669318859393,0.0010000000474974513,0.06393861915449352,3.6147987092547402
1,0.10256410264051878,3.470015864494519,0.0010000000474974513,0.028132992327365727,3.75030538371152
2,0.11794871810155037,3.348597725843772,0.0010000000474974513,0.028132992327365727,5.103034362158812
3,0.13076923084564698,3.1980806497427134,0.0010000000474974513,0.028132992327365727,8.014024336929516
4,0.1435897436661598,3.107620977744078,0.0010000000474974513,0.028132992327365727,11.911726746717683
5,0.1948717950246273,2.99593123289255,0.0010000000474974513,0.028132992327365727,13.718316405020712
6,0.22564102579385806,2.8831137706071903,0.0010000000474974513,0.028132992327365727,14.67867462226497
7,0.22820512835796064,2.820940701166789,0.0010000000474974513,0.028132992327365727,15.233094700766951
8,0.284615384768217,2.7851367277976795,0.0010000000474974513,0.028132992327365727,15.245769178775875
9,0.26923076938360163,2.73340746928484,0.0010000000474974513,0.028132992327365727,15.394640634736746
10,0.31794871802513414,2.6355771394876335,0.0010000000474974513,0.028132992327365727,15.416400604540735
11,0.34615384630667856,2.555815913127019,0.0010000000474974513,0.028132992327365727,15.354055690033661
12,0.3589743590507752,2.5004993328681357,0.0010000000474974513,0.028132992327365727,15.274604331501914
13,0.3820512822041145,2.4560695672646546,0.0010000000474974513,0.028132992327365727,15.12696623497302
14,0.382051282051282,2.4310140352982743,0.0010000000474974513,0.028132992327365727,15.000985574844243
15,0.3666666668194991,2.3973295382964306,0.0010000000474974513,0.028132992327365727,15.121436814213043
16,0.3487179484122839,2.4882242214985384,0.0010000000474974513,0.028132992327365727,14.533831137830338
17,0.3769230769230769,2.41554974653782,0.0010000000474974513,0.028132992327365727,13.138112963313032
18,0.40512820520462134,2.349932845433553,0.0010000000474974513,0.028132992327365727,11.618879398726442
19,0.3974358977415623,2.254903477888841,0.0010000000474974513,0.030690537084398978,10.555065918456563
20,0.4435897436661598,2.2023826953692316,0.0010000000474974513,0.03324808184143223,8.207573441898122
21,0.4512820514348837,2.183936142310118,0.0010000000474974513,0.030690537084398978,6.5464150997074055
22,0.4307692307692308,2.166446989010542,0.0010000000474974513,0.11253196942379408,3.975446501046495
23,0.46410256440822895,2.1324333319297204,0.0010000000474974513,0.18158567797802294,3.439887102302688
24,0.47435897443539055,2.0896611152551112,0.0010000000474974513,0.2327365733473502,2.4769784379798128
25,0.46153846153846156,2.0093218583327075,0.0010000000474974513,0.2301790282092131,2.6348528331502927
26,0.45384615399898626,2.0493461670019686,0.0010000000474974513,0.13043478283735796,3.004153185793201
27,0.4564102565630888,2.0082205393375494,0.0010000000474974513,0.18158567797802294,2.79937542490947
