,acc,loss,lr,val_acc,val_loss
0,0.07435897451180679,3.573386829327314,0.0010000000474974513,0.08695652185346159,3.600555035159411
1,0.11025641033282647,3.2385107981852994,0.0010000000474974513,0.028132992327365727,3.6657569786471784
2,0.20256410264051877,3.0385544397892095,0.0010000000474974513,0.028132992327365727,4.578236588431746
3,0.24102564117847344,2.899888147451939,0.0010000000474974513,0.028132992327365727,7.068300154507923
4,0.2692307693071854,2.7651422769595415,0.0010000000474974513,0.028132992327365727,9.497924497365341
5,0.30512820528103757,2.6244224743965345,0.0010000000474974513,0.028132992327365727,10.772123136788682
6,0.34615384615384615,2.5002777185195533,0.0010000000474974513,0.028132992327365727,9.80134831548042
7,0.4076923077687239,2.4198454294449245,0.0010000000474974513,0.028132992327365727,12.562831512802397
8,0.4128205131261777,2.3591739752353766,0.0010000000474974513,0.028132992327365727,12.15421828589476
9,0.4512820512820513,2.2313643785623403,0.0010000000474974513,0.028132992327365727,11.424444403489836
10,0.4461538461538462,2.1396119496761226,0.0010000000474974513,0.028132992327365727,10.39283313653658
11,0.4897435897435897,2.0296668456150937,0.0010000000474974513,0.017902813299232736,10.048410627848048
12,0.47435897435897434,1.9812476341540997,0.0010000000474974513,0.02557544768466364,9.773278280292326
13,0.47692307707590936,1.9778506291218294,0.0010000000474974513,0.02557544768466364,9.902412607236897
14,0.5076923079979725,1.8966440500357211,0.0010000000474974513,0.030690537198730137,7.952476797811211
15,0.5230769233825879,1.8223110180634718,0.0010000000474974513,0.04092071622686313,8.198389009441561
16,0.5307692307692308,1.763808455834022,0.0010000000474974513,0.04859335049796287,6.840155606379595
17,0.5538461538461539,1.682608557970096,0.0010000000474974513,0.07928388758236185,4.029204628351704
18,0.5743589746646393,1.6500033941024388,0.0010000000474974513,0.19437340176318918,2.674714031731686
19,0.569230769536434,1.595872242634113,0.0010000000474974513,0.3248081842194433,2.251240479366859
20,0.5666666668194991,1.5495840708414714,0.0010000000474974513,0.1534526856506572,3.264662331632336
21,0.5512820515877161,1.5832955439885457,0.0010000000474974513,0.2608695652936121,2.4369797386476755
22,0.5461538463066786,1.5328841380583935,0.0010000000474974513,0.19181585700615592,2.663301984977234
23,0.5717948719477042,1.5305367854925302,0.0010000000474974513,0.31969309508648064,2.36378236134034
24,0.6333333334861657,1.4045948101924015,0.0010000000474974513,0.2966751921207399,2.5619511646992716
25,0.6358974362031008,1.307678936689328,0.0010000000474974513,0.1508951407411824,3.8627153888077994
26,0.6717948718712881,1.257354399485466,0.0010000000474974513,0.20204603603428892,2.942836159635383
27,0.6384615387672034,1.3362969056153908,0.0010000000474974513,0.3324808187192053,2.2594627766962856
28,0.6487179490236136,1.2860992449980515,0.0010000000474974513,0.2710997447028489,2.705262975009811
29,0.658974358974359,1.2777831652225593,0.0010000000474974513,0.20971867015294712,3.017768336683893
30,0.6179487176430531,1.279587642963116,0.0010000000474974513,0.20971867015294712,2.6952180274002386
31,0.658974358974359,1.194112061842894,0.0010000000474974513,0.14578005137955746,3.647723857704026
32,0.6743589746646392,1.1557348037377382,0.0010000000474974513,0.16624040943582344,3.387707872463919
33,0.6641025642553965,1.1977654695510864,0.0010000000474974513,0.18158567782558138,4.520719495880634
34,0.7076923076923077,1.112618950391427,0.0010000000474974513,0.17391304355448164,3.723817389944325
35,0.69487179456613,1.084347943464915,0.0010000000474974513,0.2352941177232796,2.813686153772847
36,0.69487179456613,1.0852527062098185,0.0010000000474974513,0.18670076733964788,3.9059541505925797
37,0.6717948718712881,1.120931636981475,0.0010000000474974513,0.23529411810438347,3.6560851277597726
38,0.6923076924605247,1.0266730174040184,0.0010000000474974513,0.3836317138598703,2.2371157938257205
39,0.6692307692307692,1.138394516859299,0.0010000000474974513,0.19181585685371438,4.045583253626323
40,0.6820512820512821,1.0791556040445964,0.0010000000474974513,0.36061381119901265,1.8926426657020587
41,0.7205128208184853,0.9824171622594198,0.0010000000474974513,0.2250639386951466,3.37476700712043
42,0.7025641025641025,0.9822148485061449,0.0010000000474974513,0.43989769828593944,2.037282776954534
43,0.7230769232297555,0.9571665452076838,0.0010000000474974513,0.3887468031452745,2.0739489406575937
44,0.7256410253353608,0.9118312915166219,0.0010000000474974513,0.5728900260327722,1.3765279934229449
45,0.7153846156902802,0.9681473175684611,0.0010000000474974513,0.3529411769279129,2.114300465035012
